,R_fighter,B_fighter,weight_class,rounds,title_bout,prediction
3041,Julianna Pena,Jared Gordon,Welterweight,5,0,[0.3510299 0.6489701]
3042,Julianna Pena,Beneil Dariush,Welterweight,5,0,[0.37337408 0.62662592]
3043,Julianna Pena,Cortney Casey,Welterweight,5,0,[0.57000686 0.42999314]
3044,Julianna Pena,Andre Ewell,Welterweight,5,0,[0.62582496 0.37417504]
3045,Julianna Pena,Jonathan Martinez,Welterweight,5,0,[0.41662343 0.58337657]
3046,Julianna Pena,Rani Yahya,Welterweight,5,0,[0.54006613 0.45993387]
3047,Julianna Pena,Alexa Grasso,Welterweight,5,0,[0.35342642 0.64657358]
3048,Julianna Pena,Cory Sandhagen,Welterweight,5,0,[0.38729891 0.61270109]
3049,Julianna Pena,Brian Kelleher,Welterweight,5,0,[0.6579461 0.3420539]
3050,Julianna Pena,Clay Guida,Welterweight,5,0,[0.54643255 0.45356745]
3051,Julianna Pena,Alexis Davis,Welterweight,5,0,[0.45478995 0.54521005]
3052,Julianna Pena,Andrei Arlovski,Welterweight,5,0,[0.6929205 0.3070795]
3053,Julianna Pena,Douglas Silva de Andrade,Welterweight,5,0,[0.55032655 0.44967345]
3054,Julianna Pena,Antonio Carlos Junior,Welterweight,5,0,[0.47294711 0.52705289]
3055,Tom Breese,Jairzinho Rozenstruik,Welterweight,5,0,[0.32032809 0.67967191]
3056,Tom Breese,Neil Magny,Welterweight,5,0,[0.29502271 0.70497729]
3057,Tom Breese,Jimmie Rivera,Welterweight,5,0,[0.28834295 0.71165705]
3058,Tom Breese,Marion Reneau,Welterweight,5,0,[0.37219187 0.62780813]
3059,Tom Breese,Warlley Alves,Welterweight,5,0,[0.39553303 0.60446697]
3060,Tom Breese,Max Holloway,Welterweight,5,0,[0.35632967 0.64367033]
3061,Tom Breese,Jessica Eye,Welterweight,5,0,[0.47278322 0.52721678]
3062,Tom Breese,Dustin Poirier,Welterweight,5,0,[0.32001211 0.67998789]
3063,Tom Breese,Kevin Holland,Welterweight,5,0,[0.30789331 0.69210669]
3064,Tom Breese,Michael Johnson,Welterweight,5,0,[0.54603812 0.45396188]
3065,Tom Breese,Israel Adesanya,Welterweight,5,0,[0.30566417 0.69433583]
3066,Tom Breese,Alessio Di Chirico,Welterweight,5,0,[0.38808466 0.61191534]
3067,Tom Breese,Carlos Condit,Welterweight,5,0,[0.34411384 0.65588616]
3068,Tom Breese,Aleksandar Rakic,Welterweight,5,0,[0.36894678 0.63105322]
3069,Tom Breese,Omari Akhmedov,Welterweight,5,0,[0.2083312 0.7916688]
3070,Tom Breese,JJ Aldrich,Welterweight,5,0,[0.37871625 0.62128375]
3071,Tom Breese,Pedro Munhoz,Welterweight,5,0,[0.31933094 0.68066906]
3072,Tom Breese,Michael Chiesa,Welterweight,5,0,[0.28578221 0.71421779]
3073,Tom Breese,Ashley Yoder,Welterweight,5,0,[0.34435325 0.65564675]
3074,Tom Breese,Jan Blachowicz,Welterweight,5,0,[0.34973269 0.65026731]
3075,Tom Breese,Max Griffin,Welterweight,5,0,[0.36451122 0.63548878]
3076,Tom Breese,Frankie Edgar,Welterweight,5,0,[0.36007375 0.63992625]
3077,Tom Breese,Drew Dober,Welterweight,5,0,[0.33805294 0.66194706]
3078,Tom Breese,Calvin Kattar,Welterweight,5,0,[0.1951172 0.8048828]
3079,Tom Breese,Alistair Overeem,Welterweight,5,0,[0.33125812 0.66874188]
3080,Tom Breese,Derek Brunson,Welterweight,5,0,[0.21127187 0.78872813]
3081,Tom Breese,Li Jingliang,Welterweight,5,0,[0.25366985 0.74633015]
3082,Tom Breese,Jared Gordon,Welterweight,5,0,[0.30803975 0.69196025]
3083,Tom Breese,Beneil Dariush,Welterweight,5,0,[0.25579181 0.74420819]
3084,Tom Breese,Cortney Casey,Welterweight,5,0,[0.40316742 0.59683258]
3085,Tom Breese,Andre Ewell,Welterweight,5,0,[0.33704004 0.66295996]
3086,Tom Breese,Jonathan Martinez,Welterweight,5,0,[0.28406788 0.71593212]
3087,Tom Breese,Rani Yahya,Welterweight,5,0,[0.41622366 0.58377634]
3088,Tom Breese,Alexa Grasso,Welterweight,5,0,[0.23985414 0.76014586]
3089,Tom Breese,Cory Sandhagen,Welterweight,5,0,[0.40104718 0.59895282]
3090,Tom Breese,Brian Kelleher,Welterweight,5,0,[0.38182438 0.61817562]
3091,Tom Breese,Clay Guida,Welterweight,5,0,[0.38843719 0.61156281]
3092,Tom Breese,Alexis Davis,Welterweight,5,0,[0.27954425 0.72045575]
3093,Tom Breese,Andrei Arlovski,Welterweight,5,0,[0.48473792 0.51526208]
3094,Tom Breese,Douglas Silva de Andrade,Welterweight,5,0,[0.35268161 0.64731839]
3095,Tom Breese,Antonio Carlos Junior,Welterweight,5,0,[0.34474931 0.65525069]
3096,Jairzinho Rozenstruik,Neil Magny,Welterweight,5,0,[0.34692737 0.65307263]
3097,Jairzinho Rozenstruik,Jimmie Rivera,Welterweight,5,0,[0.26414232 0.73585768]
3098,Jairzinho Rozenstruik,Marion Reneau,Welterweight,5,0,[0.37380712 0.62619288]
3099,Jairzinho Rozenstruik,Warlley Alves,Welterweight,5,0,[0.27121715 0.72878285]
3100,Jairzinho Rozenstruik,Max Holloway,Welterweight,5,0,[0.33499865 0.66500135]
3101,Jairzinho Rozenstruik,Jessica Eye,Welterweight,5,0,[0.46278694 0.53721306]
3102,Jairzinho Rozenstruik,Dustin Poirier,Welterweight,5,0,[0.24348029 0.75651971]
3103,Jairzinho Rozenstruik,Kevin Holland,Welterweight,5,0,[0.25023846 0.74976154]
3104,Jairzinho Rozenstruik,Michael Johnson,Welterweight,5,0,[0.53133106 0.46866894]
3105,Jairzinho Rozenstruik,Israel Adesanya,Welterweight,5,0,[0.26558641 0.73441359]
3106,Jairzinho Rozenstruik,Alessio Di Chirico,Welterweight,5,0,[0.39931899 0.60068101]
3107,Jairzinho Rozenstruik,Carlos Condit,Welterweight,5,0,[0.33005285 0.66994715]
3108,Jairzinho Rozenstruik,Aleksandar Rakic,Welterweight,5,0,[0.31289639 0.68710361]
3109,Jairzinho Rozenstruik,Omari Akhmedov,Welterweight,5,0,[0.28414714 0.71585286]
3110,Jairzinho Rozenstruik,JJ Aldrich,Welterweight,5,0,[0.37413942 0.62586058]
3111,Jairzinho Rozenstruik,Pedro Munhoz,Welterweight,5,0,[0.24912454 0.75087546]
3112,Jairzinho Rozenstruik,Michael Chiesa,Welterweight,5,0,[0.26560215 0.73439785]
3113,Jairzinho Rozenstruik,Ashley Yoder,Welterweight,5,0,[0.29683136 0.70316864]
3114,Jairzinho Rozenstruik,Jan Blachowicz,Welterweight,5,0,[0.26111103 0.73888897]
3115,Jairzinho Rozenstruik,Max Griffin,Welterweight,5,0,[0.41325101 0.58674899]
3116,Jairzinho Rozenstruik,Frankie Edgar,Welterweight,5,0,[0.41078875 0.58921125]
3117,Jairzinho Rozenstruik,Drew Dober,Welterweight,5,0,[0.27671106 0.72328894]
3118,Jairzinho Rozenstruik,Calvin Kattar,Welterweight,5,0,[0.26418192 0.73581808]
3119,Jairzinho Rozenstruik,Alistair Overeem,Welterweight,5,0,[0.31315433 0.68684567]
3120,Jairzinho Rozenstruik,Derek Brunson,Welterweight,5,0,[0.24943387 0.75056613]
3121,Jairzinho Rozenstruik,Li Jingliang,Welterweight,5,0,[0.28007797 0.71992203]
3122,Jairzinho Rozenstruik,Jared Gordon,Welterweight,5,0,[0.2036685 0.7963315]
3123,Jairzinho Rozenstruik,Beneil Dariush,Welterweight,5,0,[0.25490745 0.74509255]
3124,Jairzinho Rozenstruik,Cortney Casey,Welterweight,5,0,[0.34292054 0.65707946]
3125,Jairzinho Rozenstruik,Andre Ewell,Welterweight,5,0,[0.38341994 0.61658006]
3126,Jairzinho Rozenstruik,Jonathan Martinez,Welterweight,5,0,[0.2780972 0.7219028]
3127,Jairzinho Rozenstruik,Rani Yahya,Welterweight,5,0,[0.31926813 0.68073187]
3128,Jairzinho Rozenstruik,Alexa Grasso,Welterweight,5,0,[0.2134558 0.7865442]
3129,Jairzinho Rozenstruik,Cory Sandhagen,Welterweight,5,0,[0.27395065 0.72604935]
3130,Jairzinho Rozenstruik,Brian Kelleher,Welterweight,5,0,[0.33151905 0.66848095]
3131,Jairzinho Rozenstruik,Clay Guida,Welterweight,5,0,[0.38446607 0.61553393]
3132,Jairzinho Rozenstruik,Alexis Davis,Welterweight,5,0,[0.26668319 0.73331681]
3133,Jairzinho Rozenstruik,Andrei Arlovski,Welterweight,5,0,[0.50720411 0.49279589]
3134,Jairzinho Rozenstruik,Douglas Silva de Andrade,Welterweight,5,0,[0.33601116 0.66398884]
3135,Jairzinho Rozenstruik,Antonio Carlos Junior,Welterweight,5,0,[0.30591498 0.69408502]
3136,Neil Magny,Jimmie Rivera,Welterweight,5,0,[0.53093455 0.46906545]
3137,Neil Magny,Marion Reneau,Welterweight,5,0,[0.58579963 0.41420037]
3138,Neil Magny,Warlley Alves,Welterweight,5,0,[0.39844759 0.60155241]
3139,Neil Magny,Max Holloway,Welterweight,5,0,[0.51318936 0.48681064]
3140,Neil Magny,Jessica Eye,Welterweight,5,0,[0.65819789 0.34180211]
3141,Neil Magny,Dustin Poirier,Welterweight,5,0,[0.44316213 0.55683787]
3142,Neil Magny,Kevin Holland,Welterweight,5,0,[0.29747709 0.70252291]
3143,Neil Magny,Michael Johnson,Welterweight,5,0,[0.58280201 0.41719799]
3144,Neil Magny,Israel Adesanya,Welterweight,5,0,[0.39135999 0.60864001]
3145,Neil Magny,Alessio Di Chirico,Welterweight,5,0,[0.59498116 0.40501884]
3146,Neil Magny,Carlos Condit,Welterweight,5,0,[0.47319974 0.52680026]
3147,Neil Magny,Aleksandar Rakic,Welterweight,5,0,[0.444238 0.555762]
3148,Neil Magny,Omari Akhmedov,Welterweight,5,0,[0.52447338 0.47552662]
3149,Neil Magny,JJ Aldrich,Welterweight,5,0,[0.48842325 0.51157675]
3150,Neil Magny,Pedro Munhoz,Welterweight,5,0,[0.4020632 0.5979368]
3151,Neil Magny,Michael Chiesa,Welterweight,5,0,[0.23112313 0.76887687]
3152,Neil Magny,Ashley Yoder,Welterweight,5,0,[0.56071749 0.43928251]
3153,Neil Magny,Jan Blachowicz,Welterweight,5,0,[0.46734019 0.53265981]
3154,Neil Magny,Max Griffin,Welterweight,5,0,[0.57173611 0.42826389]
3155,Neil Magny,Frankie Edgar,Welterweight,5,0,[0.58914217 0.41085783]
3156,Neil Magny,Drew Dober,Welterweight,5,0,[0.43627343 0.56372657]
3157,Neil Magny,Calvin Kattar,Welterweight,5,0,[0.45979084 0.54020916]
3158,Neil Magny,Alistair Overeem,Welterweight,5,0,[0.56419002 0.43580998]
3159,Neil Magny,Derek Brunson,Welterweight,5,0,[0.53642964 0.46357036]
3160,Neil Magny,Li Jingliang,Welterweight,5,0,[0.53946197 0.46053803]
3161,Neil Magny,Jared Gordon,Welterweight,5,0,[0.40431377 0.59568623]
3162,Neil Magny,Beneil Dariush,Welterweight,5,0,[0.4136321 0.5863679]
3163,Neil Magny,Cortney Casey,Welterweight,5,0,[0.60865482 0.39134518]
3164,Neil Magny,Andre Ewell,Welterweight,5,0,[0.64480055 0.35519945]
3165,Neil Magny,Jonathan Martinez,Welterweight,5,0,[0.54962698 0.45037302]
3166,Neil Magny,Rani Yahya,Welterweight,5,0,[0.54384017 0.45615983]
3167,Neil Magny,Alexa Grasso,Welterweight,5,0,[0.54162211 0.45837789]
3168,Neil Magny,Cory Sandhagen,Welterweight,5,0,[0.39668053 0.60331947]
3169,Neil Magny,Brian Kelleher,Welterweight,5,0,[0.62324318 0.37675682]
3170,Neil Magny,Clay Guida,Welterweight,5,0,[0.57826747 0.42173253]
3171,Neil Magny,Alexis Davis,Welterweight,5,0,[0.49922071 0.50077929]
3172,Neil Magny,Andrei Arlovski,Welterweight,5,0,[0.63680029 0.36319971]
3173,Neil Magny,Douglas Silva de Andrade,Welterweight,5,0,[0.60326713 0.39673287]
3174,Neil Magny,Antonio Carlos Junior,Welterweight,5,0,[0.42849479 0.57150521]
3175,Jimmie Rivera,Marion Reneau,Welterweight,5,0,[0.53384522 0.46615478]
3176,Jimmie Rivera,Warlley Alves,Welterweight,5,0,[0.40045858 0.59954142]
3177,Jimmie Rivera,Max Holloway,Welterweight,5,0,[0.41680726 0.58319274]
3178,Jimmie Rivera,Jessica Eye,Welterweight,5,0,[0.67732796 0.32267204]
3179,Jimmie Rivera,Dustin Poirier,Welterweight,5,0,[0.45550814 0.54449186]
3180,Jimmie Rivera,Kevin Holland,Welterweight,5,0,[0.26657812 0.73342188]
3181,Jimmie Rivera,Michael Johnson,Welterweight,5,0,[0.56061035 0.43938965]
3182,Jimmie Rivera,Israel Adesanya,Welterweight,5,0,[0.31866555 0.68133445]
3183,Jimmie Rivera,Alessio Di Chirico,Welterweight,5,0,[0.52710642 0.47289358]
3184,Jimmie Rivera,Carlos Condit,Welterweight,5,0,[0.41596102 0.58403898]
3185,Jimmie Rivera,Aleksandar Rakic,Welterweight,5,0,[0.36218829 0.63781171]
3186,Jimmie Rivera,Omari Akhmedov,Welterweight,5,0,[0.48031012 0.51968988]
3187,Jimmie Rivera,JJ Aldrich,Welterweight,5,0,[0.37514859 0.62485141]
3188,Jimmie Rivera,Pedro Munhoz,Welterweight,5,0,[0.27060646 0.72939354]
3189,Jimmie Rivera,Michael Chiesa,Welterweight,5,0,[0.34298273 0.65701727]
3190,Jimmie Rivera,Ashley Yoder,Welterweight,5,0,[0.48929191 0.51070809]
3191,Jimmie Rivera,Jan Blachowicz,Welterweight,5,0,[0.4329907 0.5670093]
3192,Jimmie Rivera,Max Griffin,Welterweight,5,0,[0.54834406 0.45165594]
3193,Jimmie Rivera,Frankie Edgar,Welterweight,5,0,[0.55100909 0.44899091]
3194,Jimmie Rivera,Drew Dober,Welterweight,5,0,[0.42974698 0.57025302]
3195,Jimmie Rivera,Calvin Kattar,Welterweight,5,0,[0.41604766 0.58395234]
3196,Jimmie Rivera,Alistair Overeem,Welterweight,5,0,[0.51642383 0.48357617]
3197,Jimmie Rivera,Derek Brunson,Welterweight,5,0,[0.48895064 0.51104936]
3198,Jimmie Rivera,Li Jingliang,Welterweight,5,0,[0.45396276 0.54603724]
3199,Jimmie Rivera,Jared Gordon,Welterweight,5,0,[0.36599508 0.63400492]
3200,Jimmie Rivera,Beneil Dariush,Welterweight,5,0,[0.31833187 0.68166813]
3201,Jimmie Rivera,Cortney Casey,Welterweight,5,0,[0.58966084 0.41033916]
3202,Jimmie Rivera,Andre Ewell,Welterweight,5,0,[0.60680777 0.39319223]
3203,Jimmie Rivera,Jonathan Martinez,Welterweight,5,0,[0.44640794 0.55359206]
3204,Jimmie Rivera,Rani Yahya,Welterweight,5,0,[0.47368648 0.52631352]
3205,Jimmie Rivera,Alexa Grasso,Welterweight,5,0,[0.41908281 0.58091719]
3206,Jimmie Rivera,Cory Sandhagen,Welterweight,5,0,[0.36117552 0.63882448]
3207,Jimmie Rivera,Brian Kelleher,Welterweight,5,0,[0.61625108 0.38374892]
3208,Jimmie Rivera,Clay Guida,Welterweight,5,0,[0.54541586 0.45458414]
3209,Jimmie Rivera,Alexis Davis,Welterweight,5,0,[0.39521298 0.60478702]
3210,Jimmie Rivera,Andrei Arlovski,Welterweight,5,0,[0.6353547 0.3646453]
3211,Jimmie Rivera,Douglas Silva de Andrade,Welterweight,5,0,[0.56113494 0.43886506]
3212,Jimmie Rivera,Antonio Carlos Junior,Welterweight,5,0,[0.38529495 0.61470505]
3213,Marion Reneau,Warlley Alves,Welterweight,5,0,[0.39044204 0.60955796]
3214,Marion Reneau,Max Holloway,Welterweight,5,0,[0.39183913 0.60816087]
3215,Marion Reneau,Jessica Eye,Welterweight,5,0,[0.5831428 0.4168572]
3216,Marion Reneau,Dustin Poirier,Welterweight,5,0,[0.36206879 0.63793121]
3217,Marion Reneau,Kevin Holland,Welterweight,5,0,[0.2436069 0.7563931]
3218,Marion Reneau,Michael Johnson,Welterweight,5,0,[0.53251038 0.46748962]
3219,Marion Reneau,Israel Adesanya,Welterweight,5,0,[0.32715115 0.67284885]
3220,Marion Reneau,Alessio Di Chirico,Welterweight,5,0,[0.44798022 0.55201978]
3221,Marion Reneau,Carlos Condit,Welterweight,5,0,[0.4482767 0.5517233]
3222,Marion Reneau,Aleksandar Rakic,Welterweight,5,0,[0.33728446 0.66271554]
3223,Marion Reneau,Omari Akhmedov,Welterweight,5,0,[0.42961147 0.57038853]
3224,Marion Reneau,JJ Aldrich,Welterweight,5,0,[0.38469514 0.61530486]
3225,Marion Reneau,Pedro Munhoz,Welterweight,5,0,[0.31887559 0.68112441]
3226,Marion Reneau,Michael Chiesa,Welterweight,5,0,[0.26477648 0.73522352]
3227,Marion Reneau,Ashley Yoder,Welterweight,5,0,[0.40951234 0.59048766]
3228,Marion Reneau,Jan Blachowicz,Welterweight,5,0,[0.42944872 0.57055128]
3229,Marion Reneau,Max Griffin,Welterweight,5,0,[0.51310492 0.48689508]
3230,Marion Reneau,Frankie Edgar,Welterweight,5,0,[0.47960418 0.52039582]
3231,Marion Reneau,Drew Dober,Welterweight,5,0,[0.34647559 0.65352441]
3232,Marion Reneau,Calvin Kattar,Welterweight,5,0,[0.32581506 0.67418494]
3233,Marion Reneau,Alistair Overeem,Welterweight,5,0,[0.54150628 0.45849372]
3234,Marion Reneau,Derek Brunson,Welterweight,5,0,[0.48629827 0.51370173]
3235,Marion Reneau,Li Jingliang,Welterweight,5,0,[0.40715754 0.59284246]
3236,Marion Reneau,Jared Gordon,Welterweight,5,0,[0.31750319 0.68249681]
3237,Marion Reneau,Beneil Dariush,Welterweight,5,0,[0.22891888 0.77108112]
3238,Marion Reneau,Cortney Casey,Welterweight,5,0,[0.53222482 0.46777518]
3239,Marion Reneau,Andre Ewell,Welterweight,5,0,[0.49230998 0.50769002]
3240,Marion Reneau,Jonathan Martinez,Welterweight,5,0,[0.4162042 0.5837958]
3241,Marion Reneau,Rani Yahya,Welterweight,5,0,[0.41787627 0.58212373]
3242,Marion Reneau,Alexa Grasso,Welterweight,5,0,[0.34630837 0.65369163]
3243,Marion Reneau,Cory Sandhagen,Welterweight,5,0,[0.29612805 0.70387195]
3244,Marion Reneau,Brian Kelleher,Welterweight,5,0,[0.52129753 0.47870247]
3245,Marion Reneau,Clay Guida,Welterweight,5,0,[0.51343741 0.48656259]
3246,Marion Reneau,Alexis Davis,Welterweight,5,0,[0.34506399 0.65493601]
3247,Marion Reneau,Andrei Arlovski,Welterweight,5,0,[0.60045938 0.39954062]
3248,Marion Reneau,Douglas Silva de Andrade,Welterweight,5,0,[0.48719967 0.51280033]
3249,Marion Reneau,Antonio Carlos Junior,Welterweight,5,0,[0.37192638 0.62807362]
3250,Warlley Alves,Max Holloway,Welterweight,5,0,[0.4118346 0.5881654]
3251,Warlley Alves,Jessica Eye,Welterweight,5,0,[0.52140116 0.47859884]
3252,Warlley Alves,Dustin Poirier,Welterweight,5,0,[0.32744541 0.67255459]
3253,Warlley Alves,Kevin Holland,Welterweight,5,0,[0.22099141 0.77900859]
3254,Warlley Alves,Michael Johnson,Welterweight,5,0,[0.51553958 0.48446042]
3255,Warlley Alves,Israel Adesanya,Welterweight,5,0,[0.29395785 0.70604215]
3256,Warlley Alves,Alessio Di Chirico,Welterweight,5,0,[0.42459517 0.57540483]
3257,Warlley Alves,Carlos Condit,Welterweight,5,0,[0.29380043 0.70619957]
3258,Warlley Alves,Aleksandar Rakic,Welterweight,5,0,[0.36766174 0.63233826]
3259,Warlley Alves,Omari Akhmedov,Welterweight,5,0,[0.36211214 0.63788786]
3260,Warlley Alves,JJ Aldrich,Welterweight,5,0,[0.38638984 0.61361016]
3261,Warlley Alves,Pedro Munhoz,Welterweight,5,0,[0.2847133 0.7152867]
3262,Warlley Alves,Michael Chiesa,Welterweight,5,0,[0.35027302 0.64972698]
3263,Warlley Alves,Ashley Yoder,Welterweight,5,0,[0.38334278 0.61665722]
3264,Warlley Alves,Jan Blachowicz,Welterweight,5,0,[0.31513865 0.68486135]
3265,Warlley Alves,Max Griffin,Welterweight,5,0,[0.44825557 0.55174443]
3266,Warlley Alves,Frankie Edgar,Welterweight,5,0,[0.47419768 0.52580232]
3267,Warlley Alves,Drew Dober,Welterweight,5,0,[0.32800869 0.67199131]
3268,Warlley Alves,Calvin Kattar,Welterweight,5,0,[0.26170776 0.73829224]
3269,Warlley Alves,Alistair Overeem,Welterweight,5,0,[0.32681243 0.67318757]
3270,Warlley Alves,Derek Brunson,Welterweight,5,0,[0.26388323 0.73611677]
3271,Warlley Alves,Li Jingliang,Welterweight,5,0,[0.36364767 0.63635233]
3272,Warlley Alves,Jared Gordon,Welterweight,5,0,[0.34624758 0.65375242]
3273,Warlley Alves,Beneil Dariush,Welterweight,5,0,[0.24036732 0.75963268]
3274,Warlley Alves,Cortney Casey,Welterweight,5,0,[0.41247315 0.58752685]
3275,Warlley Alves,Andre Ewell,Welterweight,5,0,[0.46288104 0.53711896]
3276,Warlley Alves,Jonathan Martinez,Welterweight,5,0,[0.31684893 0.68315107]
3277,Warlley Alves,Rani Yahya,Welterweight,5,0,[0.37645288 0.62354712]
3278,Warlley Alves,Alexa Grasso,Welterweight,5,0,[0.21142256 0.78857744]
3279,Warlley Alves,Cory Sandhagen,Welterweight,5,0,[0.28455028 0.71544972]
3280,Warlley Alves,Brian Kelleher,Welterweight,5,0,[0.45371513 0.54628487]
3281,Warlley Alves,Clay Guida,Welterweight,5,0,[0.38699689 0.61300311]
3282,Warlley Alves,Alexis Davis,Welterweight,5,0,[0.30642566 0.69357434]
3283,Warlley Alves,Andrei Arlovski,Welterweight,5,0,[0.48409048 0.51590952]
3284,Warlley Alves,Douglas Silva de Andrade,Welterweight,5,0,[0.44242038 0.55757962]
3285,Warlley Alves,Antonio Carlos Junior,Welterweight,5,0,[0.40262377 0.59737623]
3286,Max Holloway,Jessica Eye,Welterweight,5,0,[0.5993104 0.4006896]
3287,Max Holloway,Dustin Poirier,Welterweight,5,0,[0.38499744 0.61500256]
3288,Max Holloway,Kevin Holland,Welterweight,5,0,[0.27385068 0.72614932]
3289,Max Holloway,Michael Johnson,Welterweight,5,0,[0.46791432 0.53208568]
3290,Max Holloway,Israel Adesanya,Welterweight,5,0,[0.33596161 0.66403839]
3291,Max Holloway,Alessio Di Chirico,Welterweight,5,0,[0.46101754 0.53898246]
3292,Max Holloway,Carlos Condit,Welterweight,5,0,[0.37757384 0.62242616]
3293,Max Holloway,Aleksandar Rakic,Welterweight,5,0,[0.3589675 0.6410325]
3294,Max Holloway,Omari Akhmedov,Welterweight,5,0,[0.42893969 0.57106031]
3295,Max Holloway,JJ Aldrich,Welterweight,5,0,[0.46798255 0.53201745]
3296,Max Holloway,Pedro Munhoz,Welterweight,5,0,[0.33497196 0.66502804]
3297,Max Holloway,Michael Chiesa,Welterweight,5,0,[0.30449929 0.69550071]
3298,Max Holloway,Ashley Yoder,Welterweight,5,0,[0.43174168 0.56825832]
3299,Max Holloway,Jan Blachowicz,Welterweight,5,0,[0.34754105 0.65245895]
3300,Max Holloway,Max Griffin,Welterweight,5,0,[0.44318552 0.55681448]
3301,Max Holloway,Frankie Edgar,Welterweight,5,0,[0.38920461 0.61079539]
3302,Max Holloway,Drew Dober,Welterweight,5,0,[0.39587242 0.60412758]
3303,Max Holloway,Calvin Kattar,Welterweight,5,0,[0.36265175 0.63734825]
3304,Max Holloway,Alistair Overeem,Welterweight,5,0,[0.36541286 0.63458714]
3305,Max Holloway,Derek Brunson,Welterweight,5,0,[0.34413613 0.65586387]
3306,Max Holloway,Li Jingliang,Welterweight,5,0,[0.36654377 0.63345623]
3307,Max Holloway,Jared Gordon,Welterweight,5,0,[0.28438813 0.71561187]
3308,Max Holloway,Beneil Dariush,Welterweight,5,0,[0.33448876 0.66551124]
3309,Max Holloway,Cortney Casey,Welterweight,5,0,[0.54770134 0.45229866]
3310,Max Holloway,Andre Ewell,Welterweight,5,0,[0.46006045 0.53993955]
3311,Max Holloway,Jonathan Martinez,Welterweight,5,0,[0.43743502 0.56256498]
3312,Max Holloway,Rani Yahya,Welterweight,5,0,[0.40569011 0.59430989]
3313,Max Holloway,Alexa Grasso,Welterweight,5,0,[0.44578093 0.55421907]
3314,Max Holloway,Cory Sandhagen,Welterweight,5,0,[0.33539716 0.66460284]
3315,Max Holloway,Brian Kelleher,Welterweight,5,0,[0.50934622 0.49065378]
3316,Max Holloway,Clay Guida,Welterweight,5,0,[0.42299664 0.57700336]
3317,Max Holloway,Alexis Davis,Welterweight,5,0,[0.36954115 0.63045885]
3318,Max Holloway,Andrei Arlovski,Welterweight,5,0,[0.51819704 0.48180296]
3319,Max Holloway,Douglas Silva de Andrade,Welterweight,5,0,[0.51500546 0.48499454]
3320,Max Holloway,Antonio Carlos Junior,Welterweight,5,0,[0.37567753 0.62432247]
3321,Jessica Eye,Dustin Poirier,Welterweight,5,0,[0.40684948 0.59315052]
3322,Jessica Eye,Kevin Holland,Welterweight,5,0,[0.36092001 0.63907999]
3323,Jessica Eye,Michael Johnson,Welterweight,5,0,[0.55541878 0.44458122]
3324,Jessica Eye,Israel Adesanya,Welterweight,5,0,[0.35747076 0.64252924]
3325,Jessica Eye,Alessio Di Chirico,Welterweight,5,0,[0.50068255 0.49931745]
3326,Jessica Eye,Carlos Condit,Welterweight,5,0,[0.40034385 0.59965615]
3327,Jessica Eye,Aleksandar Rakic,Welterweight,5,0,[0.40378796 0.59621204]
3328,Jessica Eye,Omari Akhmedov,Welterweight,5,0,[0.48010733 0.51989267]
3329,Jessica Eye,JJ Aldrich,Welterweight,5,0,[0.47028879 0.52971121]
3330,Jessica Eye,Pedro Munhoz,Welterweight,5,0,[0.40848962 0.59151038]
3331,Jessica Eye,Michael Chiesa,Welterweight,5,0,[0.33739137 0.66260863]
3332,Jessica Eye,Ashley Yoder,Welterweight,5,0,[0.44216808 0.55783192]
3333,Jessica Eye,Jan Blachowicz,Welterweight,5,0,[0.43837163 0.56162837]
3334,Jessica Eye,Max Griffin,Welterweight,5,0,[0.48465261 0.51534739]
3335,Jessica Eye,Frankie Edgar,Welterweight,5,0,[0.53602983 0.46397017]
3336,Jessica Eye,Drew Dober,Welterweight,5,0,[0.43045696 0.56954304]
3337,Jessica Eye,Calvin Kattar,Welterweight,5,0,[0.45868041 0.54131959]
3338,Jessica Eye,Alistair Overeem,Welterweight,5,0,[0.51182424 0.48817576]
3339,Jessica Eye,Derek Brunson,Welterweight,5,0,[0.46851764 0.53148236]
3340,Jessica Eye,Li Jingliang,Welterweight,5,0,[0.44981469 0.55018531]
3341,Jessica Eye,Jared Gordon,Welterweight,5,0,[0.39384801 0.60615199]
3342,Jessica Eye,Beneil Dariush,Welterweight,5,0,[0.35136316 0.64863684]
3343,Jessica Eye,Cortney Casey,Welterweight,5,0,[0.54757806 0.45242194]
3344,Jessica Eye,Andre Ewell,Welterweight,5,0,[0.56834682 0.43165318]
3345,Jessica Eye,Jonathan Martinez,Welterweight,5,0,[0.50771497 0.49228503]
3346,Jessica Eye,Rani Yahya,Welterweight,5,0,[0.4459932 0.5540068]
3347,Jessica Eye,Alexa Grasso,Welterweight,5,0,[0.44079335 0.55920665]
3348,Jessica Eye,Cory Sandhagen,Welterweight,5,0,[0.32479288 0.67520712]
3349,Jessica Eye,Brian Kelleher,Welterweight,5,0,[0.54481845 0.45518155]
3350,Jessica Eye,Clay Guida,Welterweight,5,0,[0.51468055 0.48531945]
3351,Jessica Eye,Alexis Davis,Welterweight,5,0,[0.40919965 0.59080035]
3352,Jessica Eye,Andrei Arlovski,Welterweight,5,0,[0.59499438 0.40500562]
3353,Jessica Eye,Douglas Silva de Andrade,Welterweight,5,0,[0.47953394 0.52046606]
